Monthly Sales,Advertising Spend,Number of Salespeople,Store Foot Traffic,Online Traffic,Customer Reviews,Product Price,Number of Products,Competitor Price,Seasonality,Promotion
1205,14371.008306508407,8,1272,29954,1.129861182605055,267.3940232998154,94,205.4926285819902,5,1
1037,13139.500448394943,10,1656,76577,1.9786056570487085,139.9781433427381,41,305.1225258573172,3,0
3393,17939.534307287864,19,904,56986,2.4972927865488828,78.39297786307576,60,353.0926607512718,9,1
599,15573.450367615807,10,337,1093,3.5600966211977534,17.141061630963648,38,19.44916625021206,6,0
1255,13833.342542804485,17,1090,36235,2.251013183094097,183.7700009666368,17,205.1005908799331,11,0
1297,5746.129237444584,11,1983,37546,4.207344600212529,253.8412226806689,40,264.4710108949103,4,0
1159,6951.148306973068,5,1679,66940,1.2817887437766378,81.04563099917048,30,185.7244391447049,10,0
3719,19342.908189878613,4,163,6037,3.734291841462391,215.62628052825056,66,99.33062289533368,10,1
923,12180.836616306238,9,554,26785,2.5229169799704305,453.5550610944954,24,14.465834237101442,8,0
3837,13533.699829318844,15,1389,47031,3.535723825271699,9.213237078030607,73,261.4841578266313,12,1
3245,11130.918824416316,1,1568,66911,4.707516357818499,484.58772937824,1,422.1745470289969,12,0
1044,5380.127446620268,9,703,82572,4.415760470154553,346.9923940842829,88,189.74189809367311,1,0
1214,8502.516575554353,8,723,77478,2.990711914142602,54.21111520889714,38,115.31758991741522,11,0
651,10022.4827927699,18,439,17881,4.290237805443248,271.84140564962314,27,47.22890694375816,2,1
3223,9932.511595859538,1,1968,57818,3.952906322922017,363.4531849599347,90,114.59124091492224,4,0
4031,14605.41609334422,12,1398,24757,2.7885753619833453,197.4893780524886,90,54.50696015616982,6,0
3430,6471.82908290233,5,1493,10630,4.875612164397744,117.40656562419493,7,136.19465069041863,8,1
1302,15234.226905901767,11,326,97087,2.590133966386536,486.18084122558014,80,37.47440926891319,12,1
4122,7726.886579592394,4,1352,63838,2.0289339418855734,223.12971605189836,44,387.8604945022701,4,1
4060,11484.508923531916,8,1950,96254,2.527039228945127,344.12053557004447,70,230.922734842838,5,1
1256,1638.8767764778086,9,469,26036,3.788566467313419,326.0561626427815,20,80.91759454037613,10,1
4869,19410.2735399452,14,1252,97975,4.588280418412574,19.404507029547347,23,103.8000903494566,8,1
4984,7098.947586096452,6,907,65866,1.4842395184043418,460.1680605719629,12,219.3271821091845,1,1
2141,5203.991018491873,1,1148,29250,1.966182745975853,273.5162163436982,12,266.4758741433752,1,1
2605,11203.427906139814,5,234,71272,2.54094967419971,414.27798575236847,72,19.331511768345464,11,0
930,7693.921562810127,11,989,71238,3.52450216628423,440.6528974422735,83,439.7943852130971,11,1
4680,15801.969372571675,12,836,3987,2.184969553484571,64.85508376387135,39,185.63135883051285,1,0
4920,8816.537751353637,14,465,29039,2.407482243709022,147.1240345336629,66,250.50529620986745,5,0
1571,3659.479124370832,2,1325,69828,3.9535613507744505,26.27332225659853,60,342.4612728093338,11,0
1704,1631.2253200573682,7,1561,39569,3.2214450521047,62.46867688623619,37,142.28343429609555,5,0
4418,19668.92423667868,11,297,12100,1.806070853292873,57.68255637222631,6,264.5680064832239,7,0
1667,8092.524264881841,17,1029,42294,3.1940763851192413,161.66151976303507,6,63.1032456144258,1,0
3799,1961.174186030507,4,737,26819,2.3951306566823978,283.57764652754594,36,28.169145582533428,8,1
4969,5384.104372729118,10,346,76997,1.5274081526518102,300.978681564072,80,93.39708418853986,6,0
1060,15533.322280940289,13,952,41444,3.83166985070174,122.8315442010642,85,308.3690427929112,8,0
4178,7448.672569540853,7,313,74330,3.687628065119824,171.13733457722185,50,361.2119781319327,12,0
756,10301.42980093078,8,1599,21129,2.790063483044099,314.63634567604174,25,483.3630358617572,7,0
4262,7440.717218815787,9,1744,38644,3.784308675864021,183.84631238690952,95,256.2795958841786,9,0
1316,4248.745374979499,8,202,43729,1.4001281971576227,439.8538488120562,84,277.00278353365934,3,1
1473,18938.275267433703,9,695,96219,1.077202425804284,239.96065407490588,12,137.26748077184772,1,0
4964,12556.804451226246,4,1347,3173,4.918293007457958,96.25948493363364,14,439.3124006411892,9,1
3465,15889.24066073588,18,1769,87640,2.034809288286005,97.83820810115516,27,5.684758249504574,8,1
701,10500.499656856728,8,1471,7874,1.8621152462581796,359.0278778361176,71,127.6040861336964,8,0
3955,19855.53157888402,19,1643,90208,2.0920356051756186,6.534272836771473,22,231.95906769789028,12,0
4726,6077.988219748087,14,1273,62761,4.880300295404004,300.66495506444,21,225.07070746659383,12,0
1431,13902.721696920864,5,1600,85416,1.101989395869179,326.29377567940475,43,171.3706218679443,9,0
4805,19325.305587999188,18,1682,24842,2.111094694526042,333.61370360370023,90,495.9857129315416,6,0
4682,5035.419478915863,6,1484,84971,1.106090210395903,104.18033936089104,56,483.2429855854498,3,0
807,5156.238100998665,8,1674,74381,2.31817084324833,158.0793883758412,99,339.46612808391205,10,1
1652,11821.897156920022,10,1213,44864,4.868484522769408,204.59292635753735,12,126.2202923129492,8,1
